HDFname,Product,Date,Site,ProcessDate,Band,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
MOD15A2.A2004329.fn_usniwot1.005.2007337081123.FparExtra_QC,MOD15A2,A2004329,fn_usniwot1,2007337081123,FparExtra_QC,10100000,10100000,10100000,10100000,10100100,10100100,10100100,10100000,00100100,00100100,10100100,00100100,00100100,00100100,00100100,01000100,00100100,01000100,01000100,01000100,01000100,00100000,01000100,00110000,01000100,01000000,00110000,01000100,01000100,00110100,01000100,01000000,00110000,01000100,01000100,00110100,01000000,01000000,00110000,01000100,01000100,00110000,01000000,00100000,11000000,10110000,11000000,10110000,00110000
MOD15A2.A2004329.fn_usniwot1.005.2007337081123.FparLai_QC,MOD15A2,A2004329,fn_usniwot1,2007337081123,FparLai_QC,01101001,01101001,01101001,01101001,01100001,01100001,01100001,01101001,01100001,01100001,01100001,01100001,01100001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01100001,01101001,00000000,00010000,00000000,01100001,00001000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,01100001,01100001,01100001,01101001,00000000,00000000,01101001,01110001,01101001,00001000,00001000,00001000,00001000,01101001
MOD15A2.A2004329.fn_usniwot1.005.2007337081123.FparStdDev_1km,MOD15A2,A2004329,fn_usniwot1,2007337081123,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,10,8,10,10,12,8,8,248,248,11,6,10,248,13,7,8,12,8,8,14,10,14,248,248,248,248,14,14,248,248,248,9,9,8,8,248
MOD15A2.A2004329.fn_usniwot1.005.2007337081123.Fpar_1km,MOD15A2,A2004329,fn_usniwot1,2007337081123,Fpar_1km,1,1,1,1,2,3,8,8,9,12,16,12,23,44,37,40,42,47,50,37,16,13,43,51,44,24,24,35,37,46,53,37,28,20,28,27,29,20,15,29,28,15,24,13,17,17,13,15,14
MOD15A2.A2004329.fn_usniwot1.005.2007337081123.LaiStdDev_1km,MOD15A2,A2004329,fn_usniwot1,2007337081123,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,2,1,2,2,2,2,1,248,248,2,1,2,248,2,1,1,2,2,1,2,1,2,248,248,248,248,2,2,248,248,248,1,1,1,1,248
MOD15A2.A2004329.fn_usniwot1.005.2007337081123.Lai_1km,MOD15A2,A2004329,fn_usniwot1,2007337081123,Lai_1km,0,0,0,0,0,0,1,2,2,2,3,2,5,6,5,6,6,7,7,5,3,2,6,7,6,5,3,4,5,7,8,5,3,2,3,6,6,4,3,4,3,3,5,2,2,2,2,2,3
MOD15A2.A2004337.fn_usniwot1.005.2007339134745.FparExtra_QC,MOD15A2,A2004337,fn_usniwot1,2007339134745,FparExtra_QC,10100000,10100000,10100000,10100000,11000100,11000100,11000100,10100000,00100000,00100100,11000100,01000100,01000100,00100100,00100000,00100100,00100100,01000000,01000000,01000000,01000000,00100000,00001100,01000000,00110000,01000000,00110100,01000000,01000000,00001100,00001000,01000000,01000100,01000100,01001000,01000100,01000000,00110100,01000000,01000000,01001000,00001000,01000000,01000100,11001000,11001000,11000000,10000000,00001000
MOD15A2.A2004337.fn_usniwot1.005.2007339134745.FparLai_QC,MOD15A2,A2004337,fn_usniwot1,2007339134745,FparLai_QC,01101001,01101001,01101001,01101001,00000000,00000000,00000000,01101001,00001000,00000000,01100001,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01100001,01100001,00000000,00000000,00000000,00010000,00010000,00001000,00000000,01100001
MOD15A2.A2004337.fn_usniwot1.005.2007339134745.FparStdDev_1km,MOD15A2,A2004337,fn_usniwot1,2007339134745,FparStdDev_1km,248,248,248,248,0,0,0,248,9,10,248,9,0,10,0,6,11,4,8,10,10,0,9,8,11,11,0,11,0,6,10,9,6,9,10,0,7,7,6,248,248,6,8,0,9,8,9,9,248
MOD15A2.A2004337.fn_usniwot1.005.2007339134745.Fpar_1km,MOD15A2,A2004337,fn_usniwot1,2007339134745,Fpar_1km,2,2,2,3,9,7,7,13,16,19,18,20,27,56,9,51,59,61,67,50,43,9,69,63,48,44,29,48,56,71,76,55,31,24,56,27,54,33,50,25,23,51,53,30,17,20,17,17,19
MOD15A2.A2004337.fn_usniwot1.005.2007339134745.LaiStdDev_1km,MOD15A2,A2004337,fn_usniwot1,2007339134745,LaiStdDev_1km,248,248,248,248,0,0,0,248,1,1,248,1,0,2,0,1,3,1,3,2,2,0,4,3,2,2,0,2,0,3,12,2,1,1,3,0,2,1,1,248,248,1,2,0,1,1,1,1,248
MOD15A2.A2004337.fn_usniwot1.005.2007339134745.Lai_1km,MOD15A2,A2004337,fn_usniwot1,2007339134745,Lai_1km,0,0,0,1,1,1,1,3,2,2,4,2,3,9,1,7,10,10,12,7,6,1,13,11,7,6,3,7,9,13,19,8,4,3,9,3,8,4,7,5,4,7,8,3,2,3,2,2,4
MOD15A2.A2004345.fn_usniwot1.005.2007341210929.FparExtra_QC,MOD15A2,A2004345,fn_usniwot1,2007341210929,FparExtra_QC,10100000,10100100,10100100,10100100,10100100,10100100,10100100,10100100,00100100,00100100,10100100,01000000,00100100,00110100,00100100,00110000,00110000,00110100,00001000,00110100,01000000,00110100,00100000,01000000,00001000,00001000,01000000,01000000,01000100,00000000,00001000,00001000,01000000,01000000,01000000,01000000,00001100,01000000,01000000,01000000,01000000,01001000,00001000,01000000,10001100,11001100,11001100,10001000,01000000
MOD15A2.A2004345.fn_usniwot1.005.2007341210929.FparLai_QC,MOD15A2,A2004345,fn_usniwot1,2007341210929,FparLai_QC,01101001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01101001,01100001,00000000,01100001,01110001,01100001,00000000,00000000,00000000,01100001,01100001,00001000,00010000,01100001,01100001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001000,00000000
MOD15A2.A2004345.fn_usniwot1.005.2007341210929.FparStdDev_1km,MOD15A2,A2004345,fn_usniwot1,2007341210929,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,10,248,248,248,0,9,7,248,248,10,7,248,248,10,7,10,10,8,12,10,7,7,10,5,6,0,0,0,11,8,8,12,11,9,7,12
MOD15A2.A2004345.fn_usniwot1.005.2007341210929.Fpar_1km,MOD15A2,A2004345,fn_usniwot1,2007341210929,Fpar_1km,2,3,3,4,4,4,9,7,9,10,16,12,22,41,20,25,31,45,68,35,29,15,44,63,27,37,41,36,42,73,67,47,39,35,36,43,63,32,28,28,28,43,53,24,21,22,17,33,26
MOD15A2.A2004345.fn_usniwot1.005.2007341210929.LaiStdDev_1km,MOD15A2,A2004345,fn_usniwot1,2007341210929,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,2,248,248,248,0,3,1,248,248,2,2,248,248,2,1,2,6,3,3,2,1,1,2,2,1,0,0,0,2,2,1,2,2,1,1,2
MOD15A2.A2004345.fn_usniwot1.005.2007341210929.Lai_1km,MOD15A2,A2004345,fn_usniwot1,2007341210929,Lai_1km,0,1,1,1,1,1,2,1,2,2,3,2,4,6,4,5,7,6,13,5,6,3,6,11,6,8,6,5,6,15,12,7,5,5,5,6,10,4,3,3,3,6,8,3,3,3,2,5,3
MOD15A2.A2004353.fn_usniwot1.005.2007344140440.FparExtra_QC,MOD15A2,A2004353,fn_usniwot1,2007344140440,FparExtra_QC,10100000,11000100,10100000,10100000,10100100,10100000,10100000,10110000,00100100,00100000,11000100,00110100,00100000,01000100,00110000,00110000,00100100,01000000,00100000,00100000,01001000,01000100,01000100,01000000,01000000,01001000,01000000,01001000,01000100,01001000,01001000,01001000,01000000,01000000,00001000,01000100,01001000,01001000,01001000,01000000,00001000,01001000,01001000,01000000,11000000,10000000,10001000,10001000,01001000
MOD15A2.A2004353.fn_usniwot1.005.2007344140440.FparLai_QC,MOD15A2,A2004353,fn_usniwot1,2007344140440,FparLai_QC,01101001,00000000,01101001,01101001,01100001,01101001,01101001,00001000,01100001,01101001,00000000,01100001,01101001,00000000,00001000,00001000,00000000,00000000,00001000,00001000,00000000,00000000,00000000,00000000,00000000,00000000,01100001,00000000,00000000,00000000,00010000,00000000,01100001,01100001,00000000,00000000,00000000,00000000,00000000,01100001,01100001,00000000,00000000,01100001,00000000,00010000,00000000,00010000,00010000
MOD15A2.A2004353.fn_usniwot1.005.2007344140440.FparStdDev_1km,MOD15A2,A2004353,fn_usniwot1,2007344140440,FparStdDev_1km,248,0,248,248,248,248,248,0,248,248,0,248,248,10,9,0,12,11,9,8,8,9,8,12,12,7,248,11,9,0,7,9,248,248,12,11,8,12,10,248,248,11,8,248,7,9,7,7,11
MOD15A2.A2004353.fn_usniwot1.005.2007344140440.Fpar_1km,MOD15A2,A2004353,fn_usniwot1,2007344140440,Fpar_1km,2,9,3,3,3,5,15,9,11,10,9,12,34,56,21,28,46,43,68,60,53,20,65,71,45,52,38,46,57,65,72,58,37,37,72,42,55,46,49,38,38,60,66,31,31,37,32,32,47
MOD15A2.A2004353.fn_usniwot1.005.2007344140440.LaiStdDev_1km,MOD15A2,A2004353,fn_usniwot1,2007344140440,LaiStdDev_1km,248,0,248,248,248,248,248,0,248,248,0,248,248,2,1,0,2,2,4,2,2,1,3,11,2,2,248,2,2,0,3,2,248,248,12,2,2,2,2,248,248,3,3,248,1,2,1,1,2
MOD15A2.A2004353.fn_usniwot1.005.2007344140440.Lai_1km,MOD15A2,A2004353,fn_usniwot1,2007344140440,Lai_1km,0,1,1,1,1,1,3,1,2,2,1,2,7,9,3,3,7,6,13,10,8,2,12,16,6,8,9,6,9,11,14,9,8,8,17,6,9,6,7,9,8,10,12,7,5,6,5,5,7
MOD15A2.A2004361.fn_usniwot1.005.2007351015529.FparExtra_QC,MOD15A2,A2004361,fn_usniwot1,2007351015529,FparExtra_QC,10100000,10100000,10100000,10100000,10100100,10100100,10100100,10100100,00100100,00100100,10100100,00100100,00100100,00100100,00100100,01000100,01000100,01000100,01000000,01000000,01000000,01000100,01001100,01001000,00110000,01001000,01001000,01000000,01001100,01001100,01001000,01000000,01000000,01000000,01000100,00110000,00110000,00110000,00110000,01000100,00110000,01000000,01000000,01000000,11001000,11001000,11001000,11001000,01000000
MOD15A2.A2004361.fn_usniwot1.005.2007351015529.FparLai_QC,MOD15A2,A2004361,fn_usniwot1,2007351015529,FparLai_QC,01101001,01101001,01101001,01101001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,01100001,00000000,00000000,00000000,00000000,00000000,00000000,01100001,00000000,00000000,00000000,01100001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00010000,00010000,00010000,00000000,00001000,00000000,00000000,01100001,00010000,00010000,00010000,00010000,00000000
MOD15A2.A2004361.fn_usniwot1.005.2007351015529.FparStdDev_1km,MOD15A2,A2004361,fn_usniwot1,2007351015529,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,0,12,10,11,12,10,248,10,8,0,248,10,12,10,9,10,12,12,12,12,0,0,12,12,13,8,7,9,248,7,9,6,6,0
MOD15A2.A2004361.fn_usniwot1.005.2007351015529.Fpar_1km,MOD15A2,A2004361,fn_usniwot1,2007351015529,Fpar_1km,3,3,2,3,4,4,8,10,9,9,11,14,22,30,21,45,50,44,60,50,44,17,64,64,45,27,41,29,58,71,61,46,34,30,48,28,28,31,33,30,36,34,55,25,33,41,34,34,28
MOD15A2.A2004361.fn_usniwot1.005.2007351015529.LaiStdDev_1km,MOD15A2,A2004361,fn_usniwot1,2007351015529,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,0,3,2,3,3,2,248,3,3,0,248,2,2,3,4,3,2,2,2,3,0,0,2,2,2,1,1,2,248,1,2,1,1,0
MOD15A2.A2004361.fn_usniwot1.005.2007351015529.Lai_1km,MOD15A2,A2004361,fn_usniwot1,2007351015529,Lai_1km,1,1,0,1,1,1,1,2,2,2,2,3,4,6,4,6,7,6,10,8,6,3,11,12,6,6,6,4,9,14,10,7,4,4,7,3,3,4,4,4,5,5,9,5,5,6,5,5,3
MOD15A2.A2005001.fn_usniwot1.005.2007352022816.FparExtra_QC,MOD15A2,A2005001,fn_usniwot1,2007352022816,FparExtra_QC,10100000,10100000,10100000,10100000,10100000,11000100,11000100,10100000,00100000,00100000,10100100,00100100,00100100,01000100,00100000,01000100,01000000,00100100,01000000,01000000,01000000,00000100,01000000,01000000,00000100,01000000,01000000,01000000,00000100,01001000,01001000,01000000,01000000,01000000,00001000,01000000,00001000,01000000,01000000,01000000,00001000,01001000,00001000,00001000,11001000,11001000,11001000,11001000,01001000
MOD15A2.A2005001.fn_usniwot1.005.2007352022816.FparLai_QC,MOD15A2,A2005001,fn_usniwot1,2007352022816,FparLai_QC,01101001,01101001,01101001,01101001,01101001,01100001,01100001,01101001,01101001,01101001,01100001,01100001,01100001,00000000,00001000,00000000,00001000,00000000,00000000,00000000,00000000,01100001,00001000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000,00000000,00000000,01100001,00000000,00000000,01100001,00000000,00010000,00010000,00010000,01100001
MOD15A2.A2005001.fn_usniwot1.005.2007352022816.FparStdDev_1km,MOD15A2,A2005001,fn_usniwot1,2007352022816,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,10,0,8,9,10,7,7,12,248,6,12,9,8,7,11,10,7,11,7,10,10,0,10,10,7,10,6,248,11,3,248,7,9,6,6,248
MOD15A2.A2005001.fn_usniwot1.005.2007352022816.Fpar_1km,MOD15A2,A2005001,fn_usniwot1,2007352022816,Fpar_1km,3,3,2,2,4,5,13,18,16,13,17,17,27,57,45,54,61,57,64,56,49,24,61,70,56,54,40,44,53,73,79,53,46,45,65,65,57,53,45,49,36,60,67,30,34,41,34,34,30
MOD15A2.A2005001.fn_usniwot1.005.2007352022816.LaiStdDev_1km,MOD15A2,A2005001,fn_usniwot1,2007352022816,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,3,0,2,3,3,2,2,2,248,2,11,2,2,1,2,2,4,15,2,2,2,0,4,3,2,2,1,248,4,1,248,1,2,1,1,248
MOD15A2.A2005001.fn_usniwot1.005.2007352022816.Lai_1km,MOD15A2,A2005001,fn_usniwot1,2007352022816,Lai_1km,1,1,0,0,1,1,3,4,3,3,4,3,6,9,6,8,10,9,11,8,7,5,10,16,9,8,5,6,8,15,22,8,6,6,11,12,9,8,6,7,8,10,12,6,5,6,5,5,6
MOD15A2.A2005009.fn_usniwot1.005.2007356043435.FparExtra_QC,MOD15A2,A2005009,fn_usniwot1,2007356043435,FparExtra_QC,10100000,10100000,10100000,10100000,10100000,10100100,10100000,10100000,00100100,00100100,10100100,00100100,00100100,01000000,00100100,00100000,00100100,00100000,00110100,01000000,01000000,00110100,00110100,00110100,01000000,01000000,01000000,01000000,00100000,01000000,01000000,00100000,01000000,01000000,00001000,01000000,01000000,01000000,01000000,00001000,00110000,01001000,01000000,01000000,11000000,10001000,10001000,10001000,01001000
MOD15A2.A2005009.fn_usniwot1.005.2007356043435.FparLai_QC,MOD15A2,A2005009,fn_usniwot1,2007356043435,FparLai_QC,01101001,01101001,01101001,01101001,01101001,01100001,00001000,01101001,01100001,01100001,01100001,01100001,01100001,00001000,01100001,00001000,00000000,00001000,00000000,01100001,00001000,01100001,00000000,00000000,00000000,00010000,00000000,00000000,00001000,00000000,00000000,00001000,00010000,00010000,01100001,00000000,00010000,00010000,00000000,01110001,00010000,00000000,00001000,00000000,00000000,00010000,00010000,00010000,00000000
MOD15A2.A2005009.fn_usniwot1.005.2007356043435.FparStdDev_1km,MOD15A2,A2005009,fn_usniwot1,2007356043435,FparStdDev_1km,248,248,248,248,248,248,9,248,248,248,248,248,248,7,248,7,6,10,6,248,0,248,8,4,7,0,0,0,7,7,6,13,0,0,248,0,10,10,0,248,8,0,10,0,7,6,7,6,0
MOD15A2.A2005009.fn_usniwot1.005.2007356043435.Fpar_1km,MOD15A2,A2005009,fn_usniwot1,2007356043435,Fpar_1km,2,2,2,3,3,4,17,12,10,14,18,18,30,35,20,39,62,44,67,47,9,19,37,61,34,9,9,9,38,38,63,25,9,10,54,27,20,20,9,40,37,56,20,9,33,35,33,34,45
MOD15A2.A2005009.fn_usniwot1.005.2007356043435.LaiStdDev_1km,MOD15A2,A2005009,fn_usniwot1,2007356043435,LaiStdDev_1km,248,248,248,248,248,248,1,248,248,248,248,248,248,1,248,1,2,2,2,248,0,248,1,1,1,0,0,0,1,1,2,2,0,0,248,0,1,1,0,248,1,0,1,0,1,1,1,1,0
MOD15A2.A2005009.fn_usniwot1.005.2007356043435.Lai_1km,MOD15A2,A2005009,fn_usniwot1,2007356043435,Lai_1km,0,0,0,1,1,1,2,2,2,3,4,3,6,5,4,5,10,6,12,11,1,4,5,10,4,1,1,1,5,5,10,3,1,1,14,3,2,2,1,9,5,9,2,1,5,5,5,5,6
MOD15A2.A2005017.fn_usniwot1.005.2007358155213.FparExtra_QC,MOD15A2,A2005017,fn_usniwot1,2007358155213,FparExtra_QC,11000100,10000000,10000000,10000000,10000000,10000100,10001000,11000100,01000100,01000100,10000000,01000100,00001000,00000100,01000100,00000100,00001100,00000100,00000100,00000000,00001000,01000100,00001100,00001000,00001000,00001000,00001100,00001000,00001100,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001000,00001100,00001000,00001000,00001000,00001000,00001000,00001000,10001000,10001000,10001000,10001000,00001000
MOD15A2.A2005017.fn_usniwot1.005.2007358155213.FparLai_QC,MOD15A2,A2005017,fn_usniwot1,2007358155213,FparLai_QC,01100001,01101001,01101001,01101001,00001000,00000000,00010000,00000000,00000000,00000000,00001000,00000000,00010000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00010000,00000000,00000000
MOD15A2.A2005017.fn_usniwot1.005.2007358155213.FparStdDev_1km,MOD15A2,A2005017,fn_usniwot1,2007358155213,FparStdDev_1km,248,248,248,248,0,0,0,0,9,9,0,0,6,9,7,10,10,12,7,11,10,7,8,9,5,11,6,0,12,7,8,9,10,10,7,8,11,6,6,12,10,8,9,12,9,5,6,6,11
MOD15A2.A2005017.fn_usniwot1.005.2007358155213.Fpar_1km,MOD15A2,A2005017,fn_usniwot1,2007358155213,Fpar_1km,4,4,4,3,9,8,24,9,16,16,9,9,49,56,38,41,57,47,65,58,56,37,54,66,46,48,51,45,47,65,69,59,42,41,64,53,60,51,51,47,56,65,67,49,37,40,34,34,47
MOD15A2.A2005017.fn_usniwot1.005.2007358155213.LaiStdDev_1km,MOD15A2,A2005017,fn_usniwot1,2007358155213,LaiStdDev_1km,248,248,248,248,0,0,0,0,1,1,0,0,1,2,1,2,3,2,2,3,3,1,2,3,1,2,1,0,2,2,3,2,2,2,2,2,3,1,1,2,2,3,3,3,2,1,1,1,2
MOD15A2.A2005017.fn_usniwot1.005.2007358155213.Lai_1km,MOD15A2,A2005017,fn_usniwot1,2007358155213,Lai_1km,1,1,1,1,1,1,3,1,2,2,1,1,7,9,5,6,9,7,11,10,9,5,8,12,7,7,7,6,7,11,13,9,6,6,11,8,10,7,7,7,9,11,12,7,6,7,5,5,7
MOD15A2.A2005025.fn_usniwot1.005.2007362033408.FparExtra_QC,MOD15A2,A2005025,fn_usniwot1,2007362033408,FparExtra_QC,11000100,10110100,11000100,10000100,10000100,11001000,11001000,10110100,00100000,01000100,11000100,01001000,01001000,01001000,01000100,01000100,01000100,01001000,01001000,01001000,01001000,01000100,01001000,01001000,01001000,01001000,01001000,01001000,01001000,01001000,01001000,01001000,01001000,01001000,01001000,00000000,01001000,01001000,01001000,01001000,01001000,01001000,01001000,01001000,11001000,11001000,11001000,11001000,01001000
MOD15A2.A2005025.fn_usniwot1.005.2007362033408.FparLai_QC,MOD15A2,A2005025,fn_usniwot1,2007362033408,FparLai_QC,01100001,01100001,01100001,01100001,00000000,00001000,00001000,01100001,00001000,01100001,00000000,01101001,00001000,00001000,00000000,00000000,00000000,00000000,01100001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,01100001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
MOD15A2.A2005025.fn_usniwot1.005.2007362033408.FparStdDev_1km,MOD15A2,A2005025,fn_usniwot1,2007362033408,FparStdDev_1km,248,248,248,248,0,0,8,248,0,248,10,248,10,7,10,10,6,8,248,6,6,8,6,6,8,8,10,9,6,7,248,6,9,10,7,9,8,8,6,7,7,8,7,10,0,0,0,0,10
MOD15A2.A2005025.fn_usniwot1.005.2007362033408.Fpar_1km,MOD15A2,A2005025,fn_usniwot1,2007362033408,Fpar_1km,3,4,3,3,9,8,19,14,10,12,19,17,45,51,43,44,48,53,81,47,48,37,48,48,51,52,44,45,49,50,86,47,45,43,50,55,55,51,48,52,51,51,50,50,23,23,23,23,42
MOD15A2.A2005025.fn_usniwot1.005.2007362033408.LaiStdDev_1km,MOD15A2,A2005025,fn_usniwot1,2007362033408,LaiStdDev_1km,248,248,248,248,0,0,1,248,0,248,1,248,2,2,2,2,1,2,248,1,1,1,1,1,2,2,2,2,1,2,248,1,2,2,2,2,2,2,1,2,2,2,2,2,0,0,0,0,2
MOD15A2.A2005025.fn_usniwot1.005.2007362033408.Lai_1km,MOD15A2,A2005025,fn_usniwot1,2007362033408,Lai_1km,1,1,1,0,1,1,3,3,1,2,2,3,6,8,6,6,7,8,31,7,7,5,7,7,8,8,6,6,7,8,37,7,6,6,8,9,9,8,7,8,8,8,8,7,3,3,3,3,6
MOD15A2.A2005033.fn_usniwot1.005.2007364170929.FparExtra_QC,MOD15A2,A2005033,fn_usniwot1,2007364170929,FparExtra_QC,10100000,10100000,10100000,10100000,10100000,10100000,10100100,10100000,00100100,00100100,10100000,00100100,00100100,00100000,00100100,00100100,00100100,01000100,01000100,00100100,01000100,01000100,01000100,01000100,01000100,00000000,00001000,01001100,01000000,01000100,01001100,01001100,00001000,01001100,01001100,00100000,01001100,00001000,01000100,01000100,01001100,01001100,01001100,00001100,11000100,11000100,11000100,11000100,00100000
MOD15A2.A2005033.fn_usniwot1.005.2007364170929.FparLai_QC,MOD15A2,A2005033,fn_usniwot1,2007364170929,FparLai_QC,01101001,01101001,01101001,01101001,01101001,01101001,01100001,01101001,01100001,01100001,01101001,01100001,01100001,00001000,01100001,01100001,00000000,01100001,00000000,01100001,01100001,01100001,00000000,00000000,00000000,01110001,01100001,01100001,01100001,00000000,00000000,00000000,01100001,01100001,01100001,00001000,00000000,01100001,01100001,01100001,01100001,01100001,00000000,01100001,01100001,01100001,01100001,01100001,01101001
MOD15A2.A2005033.fn_usniwot1.005.2007364170929.FparStdDev_1km,MOD15A2,A2005033,fn_usniwot1,2007364170929,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,0,248,248,7,248,11,248,248,248,8,10,0,248,248,248,248,11,6,10,248,248,248,8,8,248,248,248,248,248,0,248,248,248,248,248,248
MOD15A2.A2005033.fn_usniwot1.005.2007364170929.Fpar_1km,MOD15A2,A2005033,fn_usniwot1,2007364170929,Fpar_1km,1,1,1,1,2,3,6,7,7,7,9,11,23,30,17,23,39,28,43,26,19,9,37,44,45,30,21,21,26,51,59,49,22,21,27,24,53,20,14,16,13,18,45,10,5,6,5,5,9
MOD15A2.A2005033.fn_usniwot1.005.2007364170929.LaiStdDev_1km,MOD15A2,A2005033,fn_usniwot1,2007364170929,LaiStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,0,248,248,1,248,2,248,248,248,1,2,0,248,248,248,248,2,2,2,248,248,248,1,2,248,248,248,248,248,0,248,248,248,248,248,248
MOD15A2.A2005033.fn_usniwot1.005.2007364170929.Lai_1km,MOD15A2,A2005033,fn_usniwot1,2007364170929,Lai_1km,0,0,0,0,0,0,1,1,1,1,2,2,5,3,3,5,5,6,6,5,4,2,5,6,6,6,4,4,5,8,10,7,4,4,6,3,8,4,3,3,2,4,6,2,1,1,1,1,2
MOD15A2.A2005041.fn_usniwot1.005.2008001165339.FparExtra_QC,MOD15A2,A2005041,fn_usniwot1,2008001165339,FparExtra_QC,10100100,10100000,10100000,10100000,10100000,10100100,10110100,10100100,00100100,00100100,10100000,00100100,00100100,00100100,00100100,00100100,00110100,00110000,00110000,00100100,00110000,00100100,00110100,00000100,00110100,00110000,00110000,00110000,00110100,00110000,01001100,01000000,01000000,01000000,01000100,00110000,01000000,00110000,00110000,00100000,01000000,01001100,00110000,01000000,11000000,11000000,11001100,11001100,01001100
MOD15A2.A2005041.fn_usniwot1.005.2008001165339.FparLai_QC,MOD15A2,A2005041,fn_usniwot1,2008001165339,FparLai_QC,01100001,01101001,01101001,01101001,01101001,01100001,01100001,01100001,01100001,01100001,01101001,01100001,01100001,00000000,01100001,00000000,00000000,00010000,00000000,00000000,01101001,01100001,00000000,00000000,00000000,01100001,01101001,01100001,00000000,00000000,00000000,00000000,01110001,01101001,00000000,00000000,00000000,01100001,01100001,01101001,01101001,00000000,00000000,01110001,00000000,00000000,00000000,00000000,01100001
MOD15A2.A2005041.fn_usniwot1.005.2008001165339.FparStdDev_1km,MOD15A2,A2005041,fn_usniwot1,2008001165339,FparStdDev_1km,248,248,248,248,248,248,248,248,248,248,248,248,248,10,248,7,9,10,11,7,248,248,10,11,7,248,248,248,7,11,9,10,248,248,9,0,9,248,248,248,248,7,7,248,0,0,0,0,248
